,Total voting-age population,Census tract,Voters in 2022,Voting-age residents who voted in 2022 (%),American Indian or Alaska Native (%),Asian (%),Black (%),Native Hawaiian or other Pacific Islander (%),White (%),Hispanic or Latino (%),Mixed race (%),Place,Below poverty level (%)
219,2536,06041114200,1747,68.9,0.2,1.0,1.8,1.6,87.5,5.3,2.1,"Fairfax, Marin County",7.7
220,5078,06041108100,3776,74.4,0.6,6.8,0.1,0.0,82.2,9.1,1.5,"San Rafael, Marin County",4.0
221,5295,06041128100,3681,69.5,0.0,8.8,0.4,0.0,80.6,5.3,4.6,Marin County,3.1
222,4286,06041121200,2841,66.3,0.2,5.1,0.5,0.0,89.7,4.6,1.8,"San Quentin, Marin County",4.7
223,2184,06085509303,964,44.1,0.2,39.1,1.8,0.0,41.3,12.0,5.7,"Mountain View, Santa Clara County",4.3
224,1048,06085513500,289,27.6,0.0,11.5,1.0,0.0,63.7,23.9,0.0,Santa Clara County,9.1
225,1215,06001401800,477,39.3,0.0,3.3,39.1,0.0,33.3,16.5,7.7,"Oakland, West Oakland, Alameda County",15.3
226,2517,06085509202,1484,59.0,0.0,37.5,1.8,0.0,48.1,10.6,1.5,"Mountain View, Santa Clara County",3.5
227,2075,06085509302,1342,64.7,0.0,20.2,6.6,0.0,59.9,8.3,5.0,"Mountain View, Santa Clara County",3.9
228,3354,06041126200,2314,69.0,0.0,17.6,3.2,0.0,69.1,3.9,6.1,"Alto, Mill Valley, Marin County",5.2
229,4262,06041110200,3315,77.8,0.2,5.0,0.1,0.0,89.6,4.7,0.2,"San Rafael, Marin County",2.6
230,3061,06041113000,2136,69.8,0.0,2.6,2.6,0.5,84.4,3.0,7.0,"San Geronimo, Marin County",10.2
231,3191,06001400400,2148,67.3,0.8,10.3,10.5,0.0,69.4,3.4,5.8,"Oakland, Alameda County",9.9
232,4802,06001401000,2256,47.0,0.0,9.1,21.8,0.6,45.6,15.0,7.9,"Oakland, North Oakland, Alameda County",11.3
233,5831,06085512029,2365,40.6,0.0,15.4,1.6,0.0,47.2,30.7,5.0,"San Jose, Santa Clara County",3.3
234,2216,06001423601,1298,58.6,0.0,11.1,3.0,0.2,72.9,9.7,3.2,"Berkeley, Alameda County",11.1
235,4974,06001435102,1602,32.2,0.3,19.6,18.2,0.1,28.9,23.7,9.1,"Hayward, Alameda County",10.5
236,4552,06001431200,1914,42.0,0.0,11.4,17.4,1.0,42.3,21.7,6.2,"Castro Valley, Alameda County",7.5
237,2242,06001440332,1051,46.9,0.7,77.4,2.2,0.0,10.5,8.0,1.4,"Union City, Alameda County",5.3
238,4146,06001404400,3047,73.5,0.6,17.5,3.5,0.0,67.2,2.9,8.3,"Oakland, Alameda County",2.2
239,3688,06001404600,2760,74.8,0.0,16.5,4.1,0.1,67.5,3.5,8.2,"Oakland, Alameda County",6.2
240,4106,06001406700,2760,67.2,0.1,22.5,7.6,6.7,51.3,8.9,2.9,"Oakland, Alameda County",3.4
241,2793,06001436500,786,28.1,1.4,14.5,13.2,2.7,23.7,41.1,3.7,"Hayward, Alameda County",12.6
242,4182,06001430800,1927,46.1,1.6,25.3,1.2,0.0,53.9,16.2,1.9,"Castro Valley, Alameda County",8.5
243,2029,06085512030,1234,60.8,0.0,29.6,3.2,0.0,48.8,15.9,1.9,"San Jose, Santa Clara County",2.4
244,2505,06001401200,1474,58.8,0.0,11.4,9.5,0.0,63.3,9.0,6.4,"Oakland, North Oakland, Alameda County",9.0
245,3702,06001401300,1251,33.8,0.8,14.3,29.8,0.0,41.4,8.7,5.2,"Oakland, Alameda County",12.2
246,1868,06085511905,1267,67.8,0.0,38.0,1.1,0.0,59.2,1.7,0.5,"San Jose, Almaden Valley, Santa Clara County",0.7
247,2924,06041112100,1858,63.5,0.0,3.4,0.3,0.0,77.9,16.5,1.7,"San Rafael, Marin County",8.3
248,5649,06041103100,4084,72.3,0.0,1.9,2.2,0.0,82.5,7.5,5.8,Marin County,2.5
249,3948,06041124100,2781,70.4,0.0,11.9,0.4,0.0,82.5,2.9,2.3,"Little Reed Heights, Tiburon, Marin County",2.5
250,4035,06001401100,2015,49.9,0.0,16.1,14.2,0.2,54.3,6.7,8.4,"Oakland, North Oakland, Alameda County",10.8
251,2127,06085512034,1159,54.5,0.0,28.9,0.0,0.0,46.6,23.6,1.0,"San Jose, Santa Clara County",3.6
252,1616,06085509304,839,51.9,0.0,24.8,0.7,0.0,42.1,27.8,4.6,"Mountain View, Santa Clara County",4.0
253,1856,06085511702,1469,79.1,0.0,31.2,0.1,0.0,61.6,3.0,4.0,"Loyola, Santa Clara County",1.8
254,5263,06085512505,1797,34.1,0.0,12.4,1.4,0.0,20.6,62.9,2.6,"Gilroy, Santa Clara County",7.8
255,1425,06041104300,933,65.5,0.0,4.2,0.0,0.0,80.0,12.3,4.1,"Bel Marin Keys, Marin County",4.2
256,4681,06041107000,3411,72.9,0.0,5.4,1.7,0.0,82.5,5.7,4.8,"Lucas Valley-Marinwood, Marin County",3.8
257,1786,06041118100,1257,70.4,0.0,3.9,1.4,0.0,87.7,4.8,2.2,"Ross, Marin County",3.9
258,3566,06041127000,2561,71.8,0.0,4.3,3.6,0.0,85.7,3.2,3.4,"Mill Valley, Marin County",4.2
259,2336,06041116000,1748,74.8,0.0,2.1,0.2,0.2,93.1,1.3,2.5,"San Anselmo, Marin County",2.4
260,1631,06041132200,970,59.5,0.0,0.0,0.1,0.0,92.2,5.6,1.5,Marin County,10.9
261,1471,06001402900,700,47.6,0.3,33.3,29.6,0.0,24.1,11.6,1.0,"Oakland, Downtown Oakland, Alameda County",25.1
262,3277,06041104102,1632,49.8,0.0,7.9,5.9,0.0,59.4,24.0,2.9,"Novato, Marin County",18.6
263,4515,06041104200,2744,60.8,0.0,2.7,1.9,0.0,77.1,11.8,6.6,"Rafael Village, Novato, Marin County",1.9
264,71,06041122000,8,11.3,4.2,12.7,12.7,8.5,28.2,18.3,53.5,"San Quentin, Marin County",
265,3617,06041128200,2732,75.5,0.0,5.8,0.7,0.0,87.5,3.9,2.0,Marin County,5.5
266,1555,06041123000,1336,85.9,0.0,3.5,0.3,0.0,88.1,3.9,3.9,"Belvedere, Belvedere Island, Marin County",6.0
267,3243,06041125000,1872,57.7,0.0,10.3,2.7,0.0,75.9,9.6,1.4,"Harbor Point, Marin County",11.1
268,5697,06041115000,4178,73.3,0.0,4.0,2.4,0.0,88.5,3.5,1.5,"Sleepy Hollow, Marin County",3.3
269,3909,06001441924,1822,46.6,0.4,59.1,2.7,0.0,23.9,9.5,4.7,"Fremont, Alameda County",11.4
270,5325,06041103200,2675,50.2,0.0,7.7,3.0,0.0,77.6,9.6,2.1,"Novato, Marin County",12.7
271,2085,06041101100,1586,76.1,0.0,18.0,0.0,0.0,74.3,4.8,2.8,Marin County,1.6
272,3560,06041119100,2527,71.0,0.0,1.1,0.4,0.0,87.7,9.1,1.6,"Kentfield, Murray Park, Marin County",3.8
273,1975,06001440100,677,34.3,0.0,24.3,7.1,3.5,46.8,14.2,4.3,"Union City, Alameda County",3.7
274,3855,06001451601,2380,61.7,0.1,13.0,0.0,0.4,76.7,8.3,1.3,"Livermore, Alameda County",3.9
275,4021,06041121100,2824,70.2,0.0,4.6,2.3,0.0,84.6,6.5,2.1,"Chapman, Corte Madera, Marin County",6.6
276,4135,06041126100,3277,79.3,0.0,3.3,0.0,0.0,94.2,2.0,0.6,"Mill Valley, Marin County",4.1
277,2438,06085509401,1008,41.3,0.2,33.2,1.3,0.0,45.3,12.4,8.0,"Palo Alto, Santa Clara County",9.4
278,1952,06085509403,660,33.8,0.0,25.4,2.6,0.0,48.3,21.8,1.8,"Mountain View, Santa Clara County",14.7
279,3072,06085509404,1417,46.1,0.0,33.0,0.6,0.0,50.5,12.3,3.4,"Mountain View, Santa Clara County",6.0
280,3233,06085509500,1344,41.6,0.0,18.2,4.9,0.0,50.2,24.8,2.0,"Mountain View, Santa Clara County",5.1
281,4514,06085512005,2573,57.0,0.0,18.8,0.6,0.0,54.7,22.2,3.7,"San Jose, Santa Clara County",2.5
282,1946,06085509700,1278,65.7,0.0,22.6,5.5,0.0,60.7,9.2,1.5,"Mountain View, Santa Clara County",6.8
283,2094,06085509600,1207,57.6,0.0,22.2,0.7,0.0,60.6,12.5,4.2,"Mountain View, Santa Clara County",9.5
284,1835,06085509802,1179,64.3,0.0,24.3,0.6,0.0,52.1,10.2,13.0,"Mountain View, Santa Clara County",4.5
285,1603,06085509901,1095,68.3,0.0,15.7,0.9,0.0,79.2,1.9,1.7,"Mountain View, Santa Clara County",0.8
286,3371,06085508602,1392,41.3,0.1,20.3,1.7,0.0,59.5,12.0,6.5,"Sunnyvale, Santa Clara County",5.2
287,1851,06041129000,627,33.9,0.0,8.1,37.3,0.0,43.0,6.8,5.1,"Marin City, Marin City, Marin County",10.7
288,1565,06041132100,1082,69.1,0.0,1.9,0.0,0.0,87.2,9.6,1.0,"Woodville, Marin County",10.3
289,1700,06041102100,1356,79.8,0.0,9.7,0.9,0.0,76.5,8.5,4.1,"Novato, Marin County",2.5
290,4886,06041106002,2564,52.5,0.1,5.6,8.1,0.6,65.1,18.1,2.1,"Santa Venetia, Marin County",7.5
291,2930,06013340004,2074,70.8,0.5,11.5,0.4,0.0,70.5,15.4,1.7,"Lafayette, Contra Costa County",2.0
292,3922,06013337202,1684,42.9,0.0,7.9,1.4,0.0,63.8,22.8,4.1,"Meinert, Concord, Contra Costa County",11.6
293,2802,06013334007,1382,49.3,0.0,15.7,4.6,0.0,51.4,17.7,11.0,"Cowell, Concord, Contra Costa County",13.4
294,2653,06013334008,1170,44.1,0.0,8.5,12.1,0.0,55.1,21.3,3.0,"Concord, Contra Costa County",1.5
295,1894,06013355123,801,42.3,0.0,69.7,4.9,11.1,7.9,2.4,4.3,"San Ramon, Dougherty Valley, Contra Costa County",14.2
296,2428,06013355125,1066,43.9,0.0,72.5,3.2,0.0,12.8,8.7,2.9,"San Ramon, Dougherty Valley, Contra Costa County",5.5
297,2497,06013380001,1870,74.9,0.2,19.0,18.8,0.0,45.7,10.9,5.4,"Richmond, Contra Costa County",6.4
298,2379,06013380002,733,30.8,0.0,17.2,33.7,0.8,28.4,15.4,4.4,"Richmond, Contra Costa County",10.2
299,2707,06075017102,1990,73.5,0.4,5.5,2.1,0.0,74.3,11.9,5.7,San Francisco,8.3
300,1875,06075012302,609,32.5,1.1,23.5,12.6,0.0,50.7,7.0,4.6,"San Francisco, South of Market",24.8
301,3109,06075016801,1824,58.7,0.1,17.5,4.5,0.0,59.7,12.1,5.9,"San Francisco, Western Addition",6.7
302,2198,06075011902,869,39.5,0.0,33.9,1.6,0.0,54.0,7.5,2.8,"San Francisco, South of Market",7.5
303,2337,06075012202,452,19.3,3.9,16.3,14.8,0.0,46.1,15.4,3.8,San Francisco,30.3
304,1735,06075012601,988,56.9,0.0,15.3,0.0,0.0,73.5,7.5,3.7,San Francisco,2.7
305,1741,06087100700,820,47.1,0.0,2.6,2.0,0.1,83.6,10.3,1.0,"Santa Cruz, Downtown, Santa Cruz County",18.3
306,2110,06075013102,1193,56.5,0.0,12.3,3.4,0.0,66.4,15.2,2.6,San Francisco,5.2
307,2157,06075012602,1206,55.9,0.0,9.5,0.1,0.0,77.7,5.6,6.9,San Francisco,6.7
308,2912,06075012902,1367,46.9,0.0,8.6,0.6,3.1,81.0,3.8,3.1,San Francisco,1.0
309,3259,06075013101,1681,51.6,0.0,27.3,2.0,0.0,61.7,6.2,2.6,San Francisco,5.1
310,2548,06075015801,1356,53.2,0.0,26.5,28.3,0.0,37.7,4.9,2.1,"San Francisco, Western Addition",14.8
311,4210,06041102202,2709,64.3,0.0,6.2,8.4,0.0,77.2,6.7,1.2,"Novato, Marin County",9.2
312,3542,06041102203,1740,49.1,0.0,5.8,0.7,0.0,74.7,15.8,2.9,"Novato, Marin County",9.9
313,2807,06041109001,1553,55.3,0.0,8.2,0.9,1.6,69.1,17.5,2.7,"San Rafael, Marin County",8.8
314,2813,06097152203,1695,60.3,0.2,2.0,3.4,0.0,79.8,9.8,5.1,"Santa Rosa, Sonoma County",8.3
315,3161,06097152903,1039,32.9,0.0,3.1,5.2,0.0,49.1,37.9,4.9,"Monroe, Santa Rosa, Sonoma County",10.7
316,4148,06097152904,2061,49.7,0.2,5.1,0.7,0.0,63.6,29.1,1.3,"Santa Rosa, Sonoma County",3.5
317,1936,06081604104,552,28.5,0.0,22.0,0.0,4.3,20.7,51.2,1.5,"San Bruno, San Mateo County",8.6
318,2977,06097153102,746,25.1,0.1,3.0,2.9,0.0,27.5,64.8,1.7,"Roseland, Santa Rosa, Sonoma County",7.3
319,3338,06097153501,2390,71.6,0.2,0.6,0.6,0.0,85.1,8.3,5.4,Sonoma County,7.3
320,3336,06081613702,1602,48.0,0.0,4.2,0.6,0.0,70.2,23.0,2.2,San Mateo County,8.6
321,2775,06081608025,1270,45.8,0.0,38.2,2.0,0.5,49.8,8.2,1.3,"Foster City, San Mateo County",6.3
322,2158,06081610901,722,33.5,0.0,5.3,0.1,0.0,37.1,50.9,6.5,"Redwood City, San Mateo County",6.0
323,3582,06097150901,1805,50.4,0.0,7.0,0.1,0.3,75.6,13.6,3.6,"Petaluma, Sonoma County",3.0
324,3116,06097153903,1988,63.8,0.5,0.6,0.0,0.0,84.1,13.9,0.8,"Healdsburg, Sonoma County",5.9
325,3146,06081602002,970,30.8,0.0,41.2,0.0,0.0,14.9,42.0,1.8,"South San Francisco, San Mateo County",0.4
326,1424,06081612002,406,28.5,0.0,3.5,28.5,0.0,22.2,44.7,1.4,"East Palo Alto, San Mateo County",28.1
327,3010,06097150902,1951,64.8,0.0,4.1,0.7,0.0,82.6,10.0,2.8,"Petaluma, Sonoma County",9.1
328,1738,06081612102,341,19.6,0.0,9.5,22.6,0.0,37.7,26.6,3.9,"East Palo Alto, San Mateo County",17.2
329,2807,06081602201,835,29.7,0.0,24.8,0.2,0.5,30.0,37.2,7.3,"South San Francisco, San Mateo County",11.3
330,4574,06081611902,1130,24.7,0.0,5.5,20.3,2.1,28.9,40.7,2.7,"East Palo Alto, San Mateo County",14.4
331,2017,06081600702,535,26.5,0.7,67.5,0.2,0.0,19.8,11.7,0.2,"Daly City, San Mateo County",5.4
332,3170,06081602602,971,30.6,2.2,58.7,2.4,0.0,9.3,23.6,4.2,"Westborough, South San Francisco, San Mateo County",5.9
333,2986,06081600502,942,31.5,0.0,71.8,0.0,0.0,3.2,25.0,0.0,"Daly City, San Mateo County",11.4
334,2653,06081600701,800,30.2,0.0,61.1,5.5,0.0,12.9,17.1,3.2,"Daly City, San Mateo County",17.6
335,1533,06081605502,951,62.0,0.3,21.9,0.8,0.0,62.0,13.7,1.3,"Burlingame, San Mateo County",4.7
336,1602,06081612101,698,43.6,0.0,9.4,5.6,0.0,54.0,30.3,0.9,"Menlo Park, San Mateo County",3.9
337,1812,06097154000,1175,64.8,0.0,1.8,0.0,0.0,80.4,14.9,2.8,"Venado, Healdsburg, Sonoma County",5.3
338,4593,06097153001,1667,36.3,0.7,4.0,2.7,0.0,66.7,21.2,4.5,"Santa Rosa, Sonoma County",14.2
339,4724,06097153005,2890,61.2,0.0,7.9,0.0,0.2,67.1,20.5,4.2,"Santa Rosa, Sonoma County",14.7
340,2442,06081612001,496,20.3,0.0,3.1,9.3,14.6,3.7,65.3,3.6,"East Palo Alto, San Mateo County",4.5
341,2533,06081611901,689,27.2,0.4,7.7,34.9,0.4,15.8,40.3,0.5,"East Palo Alto, San Mateo County",7.1
342,1968,06081605902,766,38.9,0.0,32.0,3.3,1.5,29.0,29.4,4.6,"San Mateo, San Mateo County",8.9
343,1687,06081602202,641,38.0,0.0,37.3,4.5,0.0,15.2,43.4,0.1,"South San Francisco, San Mateo County",13.6
344,1748,06081608024,1119,64.0,0.0,40.9,0.9,0.0,54.4,4.1,0.0,"Foster City, San Mateo County",1.3
345,1857,06081610902,941,50.7,0.0,11.3,8.7,0.0,59.0,17.2,3.2,"Redwood Junction, Redwood City, San Mateo County",6.7
346,2072,06081605501,1008,48.6,0.0,17.9,3.9,2.2,60.1,15.2,1.0,"Burlingame, San Mateo County",11.8
347,1400,06081606201,592,42.3,0.0,20.4,10.9,0.4,13.2,51.9,2.9,"San Mateo, San Mateo County",22.5
348,2013,06081606202,735,36.5,0.0,37.5,0.1,2.8,25.0,31.8,2.7,"San Mateo, San Mateo County",4.0
349,1978,06081601301,800,40.4,0.0,52.6,1.0,0.0,14.0,30.1,2.3,"Daly City, San Mateo County",6.2
350,2911,06081601302,786,27.0,0.9,63.9,0.7,0.1,5.7,18.8,9.8,"Unincorporated Colma, San Mateo County",2.7
351,2456,06081604103,798,32.5,0.0,28.3,0.0,6.9,22.6,42.0,0.1,"Lomita Park, San Bruno, San Mateo County",7.7
352,3017,06081613701,2319,76.9,0.0,0.5,1.4,0.7,81.4,10.2,5.6,"Half Moon Bay, San Mateo County",4.4
353,3199,06081602601,1264,39.5,0.6,65.6,1.1,0.0,20.3,10.4,2.0,"Westborough, South San Francisco, San Mateo County",5.0
354,3233,06081602001,1499,46.4,0.0,48.1,1.4,0.0,29.4,19.9,1.3,"South San Francisco, San Mateo County",3.9
355,1902,06081605901,972,51.1,0.2,17.6,1.6,1.6,53.6,21.3,4.2,"San Mateo, San Mateo County",13.0
356,2232,06081600501,817,36.6,0.0,49.1,0.2,0.7,15.9,33.4,1.0,"Daly City, San Mateo County",1.5
357,3064,06075025702,984,32.1,0.0,73.1,0.3,0.0,16.0,9.8,1.0,"San Francisco, Bayview District",9.3
358,3239,06075016802,1515,46.8,0.0,22.8,8.8,1.1,53.8,4.9,8.5,"San Francisco, Western Addition",12.1
359,3137,06075017101,1987,63.3,0.0,16.7,2.8,0.0,73.0,4.0,3.8,San Francisco,5.4
360,2918,06075017801,1173,40.2,0.9,68.5,2.0,0.0,15.8,9.1,3.8,"San Francisco, South of Market",23.8
361,2762,06075022704,1854,67.1,0.0,20.8,3.1,0.0,61.4,6.4,8.1,San Francisco,6.5
362,3856,06075025701,1261,32.7,0.0,58.2,2.0,0.1,13.0,26.1,0.6,"San Francisco, Bayview District",10.3
363,2978,06075032801,1510,50.7,0.0,73.2,0.8,0.1,20.2,3.6,1.6,"San Francisco, Sunset District",6.0
364,4686,06075031201,1655,35.3,0.3,69.7,5.4,0.0,15.3,6.2,3.3,San Francisco,9.1
365,2024,06075031202,893,44.1,0.0,70.0,2.6,0.2,8.9,15.3,3.2,San Francisco,9.4
366,3272,06075032602,1612,49.3,0.0,56.7,4.6,0.1,30.4,7.0,1.0,"San Francisco, Sunset District",5.8
367,3705,06075032802,1548,41.8,0.0,57.8,0.6,3.9,28.1,6.9,2.5,"San Francisco, Sunset District",10.4
368,3823,06075032901,1932,50.5,0.0,69.7,0.1,0.8,24.2,3.8,1.3,"San Francisco, Sunset District",4.6
369,2684,06041119202,2001,74.6,0.0,9.5,0.1,0.0,83.3,5.8,1.1,"Larkspur, Marin County",4.3
370,2890,06041119201,1621,56.1,0.0,13.5,1.7,0.0,76.8,4.8,2.7,"Greenbrae Marina, Larkspur, Marin County",9.8
371,3308,06075042601,1508,45.6,0.0,34.9,0.6,0.0,45.0,11.1,8.5,"San Francisco, Richmond District",9.9
372,2244,06075033203,834,37.2,0.0,36.3,5.7,0.0,37.0,14.0,7.1,San Francisco,22.9
373,3014,06075033204,804,26.7,0.3,36.2,11.9,0.0,28.0,18.6,4.6,San Francisco,26.2
374,2261,06075042602,1429,63.2,0.0,40.7,0.9,0.0,50.6,6.9,0.8,"San Francisco, Richmond District",4.4
375,3349,06075047801,1671,49.9,0.0,49.7,2.3,0.0,40.8,4.1,3.0,San Francisco,5.6
376,2781,06075061200,834,30.0,0.0,33.3,22.9,0.0,14.3,27.0,2.5,"San Francisco, Bayview District",7.8
377,5376,06087121200,3655,68.0,0.1,4.7,2.0,0.0,82.9,5.2,5.1,"Happy Valley, Santa Cruz County",11.1
378,4174,06087101100,2967,71.1,0.0,5.3,1.0,0.0,72.1,21.2,0.6,"Santa Cruz, Downtown, Santa Cruz County",14.1
379,3630,06087120200,1959,54.0,2.5,2.3,1.2,0.0,77.2,13.4,3.0,"Deadman Gulch, Santa Cruz County",13.2
380,4215,06087120400,2384,56.6,0.5,0.1,1.3,0.0,81.4,11.8,5.2,"Forest Park, Boulder Creek, Santa Cruz County",5.3
381,3455,06087120700,2051,59.4,0.0,3.3,0.3,0.0,89.3,4.0,3.0,Santa Cruz County,3.1
382,2218,06087121401,1197,54.0,0.0,3.2,1.1,0.0,70.4,21.9,2.9,"Live Oak, Santa Cruz County",16.5
383,2443,06087121403,1430,58.5,0.0,1.6,4.9,0.0,77.4,10.7,5.0,"Yacht Harbor Manor, Live Oak, Santa Cruz County",11.5
384,30,06075980300,24,80.0,0.0,0.0,0.0,0.0,83.3,0.0,13.3,"San Francisco, Sunset District",0.0
385,2842,06075012502,648,22.8,6.1,30.3,17.5,0.0,21.9,21.5,2.5,"San Francisco, South of Market",24.6
386,185,06075980200,2,1.1,0.0,32.4,24.3,0.0,35.1,8.1,2.2,San Francisco,
387,3426,06013323000,2212,64.6,0.0,10.8,0.7,0.0,69.6,15.4,3.6,"Pleasant Hill, Contra Costa County",5.3
388,5194,06013359203,2307,44.4,0.0,38.1,19.3,0.0,27.7,12.5,2.3,"Hercules, Contra Costa County",3.1
389,1795,06001409200,495,27.6,0.0,8.4,45.9,1.9,2.5,38.4,3.1,"Oakland, Alameda County",5.9
390,2804,06001409300,609,21.7,0.0,6.8,35.1,0.4,4.5,50.0,3.4,"Oakland, Alameda County",19.2
391,4808,06095252702,1960,40.8,0.0,14.9,31.6,1.9,32.7,11.3,7.8,Solano County,18.5
392,1978,06013352202,1419,71.7,0.3,19.0,0.0,0.2,77.4,1.4,2.0,"Canyon, Contra Costa County",5.4
393,1796,06095251100,557,31.0,0.2,7.2,18.0,1.7,39.9,32.6,0.2,"Vallejo, Solano County",20.3
394,3044,06095253108,1220,40.1,0.3,5.3,6.1,0.0,57.6,28.1,2.4,"Vacaville, Solano County",8.7
395,2040,06095253300,859,42.1,2.0,1.5,1.2,0.0,70.3,23.5,1.7,Solano County,2.7
396,3738,06097150602,1856,49.7,0.0,2.3,0.4,0.0,78.4,16.4,2.6,"Petaluma, Sonoma County",5.1
397,3860,06097151203,2187,56.7,0.0,1.8,0.3,0.0,74.4,17.1,6.2,"Cotati, Sonoma County",10.0
398,5027,06013322000,3018,60.0,0.0,13.8,1.5,0.3,69.9,12.8,1.8,"Pleasant Hill, Contra Costa County",3.0
399,2627,06013314103,716,27.3,0.0,13.1,22.6,0.0,21.4,40.8,2.1,"McAvoy, Bay Point, Contra Costa County",13.7
400,4589,06013356002,2433,53.0,0.0,28.8,15.9,0.0,36.1,15.6,3.6,"Briones, Contra Costa County",8.4
401,5369,06013354002,4019,74.9,0.0,7.9,0.2,0.0,80.1,5.8,5.7,"Orinda, Contra Costa County",3.5
402,3487,06013321103,2584,74.1,0.3,11.2,1.5,0.0,74.6,10.0,2.6,"Martinez, Contra Costa County",4.1
403,2853,06013353001,2259,79.2,0.0,23.5,0.1,0.0,70.1,4.2,1.9,"Orinda, Contra Costa County",0.9
404,2524,06013309000,999,39.6,0.0,9.1,21.6,3.0,32.7,30.6,3.0,"Pittsburg, Contra Costa County",8.2
405,2435,06097151301,1182,48.5,0.0,4.9,1.2,2.7,62.7,27.4,1.0,"Rohnert Park, Sonoma County",13.4
406,3755,06097151305,1418,37.8,0.0,1.1,0.0,1.2,65.0,30.0,2.8,"Rohnert Park, Sonoma County",11.4
407,2641,06097151306,1369,51.8,0.0,1.7,4.4,0.0,71.0,20.4,2.5,"Rohnert Park, Sonoma County",2.2
408,4880,06097151310,1377,28.2,0.0,8.1,4.7,0.0,52.4,29.8,5.1,"Rohnert Park, Sonoma County",13.6
409,3646,06013369001,1097,30.1,0.7,27.2,15.2,0.0,20.6,30.3,5.9,"San Pablo, Contra Costa County",13.0
410,3184,06001408200,1357,42.6,0.0,4.6,45.6,0.0,23.7,21.1,4.9,"Oakland, Alameda County",11.8
411,2334,06001408400,638,27.3,0.0,7.0,51.6,0.4,7.3,32.8,0.9,"Oakland, Alameda County",10.9
412,3140,06001408500,803,25.6,0.0,3.5,60.8,1.1,1.7,28.7,3.8,"Oakland, Alameda County",12.5
413,3990,06001408600,970,24.3,1.1,8.9,59.9,0.0,6.2,21.2,2.8,"Oakland, Alameda County",16.0
414,4524,06001408700,1345,29.7,0.0,9.4,36.3,0.0,14.8,38.5,1.1,"Oakland, Alameda County",17.5
415,3373,06097151504,1853,54.9,0.0,4.3,0.3,0.1,81.3,9.6,4.3,"Santa Rosa, Sonoma County",3.3
416,5541,06097151311,2682,48.4,0.5,9.7,2.5,0.0,63.8,17.5,5.8,"Rohnert Park, Sonoma County",7.0
417,3981,06001408800,725,18.2,0.0,7.0,48.8,1.9,5.9,29.6,6.8,"Oakland, Alameda County",20.8
418,1996,06001408900,331,16.6,0.0,6.3,38.9,0.5,6.3,45.5,2.8,"Oakland, Alameda County",28.6
419,1378,06001409100,282,20.5,0.0,5.8,37.4,0.0,17.8,38.3,1.5,"Oakland, Alameda County",6.6
420,2851,06013306002,996,34.9,0.1,8.6,8.1,1.2,48.3,32.7,0.9,"Antioch, Contra Costa County",16.6
421,2792,06013326000,1864,66.8,0.0,8.8,1.9,0.7,70.9,6.3,11.1,"Pleasant Hill, Contra Costa County",5.9
422,4296,06013340001,2405,56.0,0.1,16.3,6.4,0.8,63.3,9.1,4.1,"Walnut Creek, Contra Costa County",5.5
423,3768,06013301000,1572,41.7,0.0,8.9,5.8,1.1,65.2,17.4,1.4,Contra Costa County,10.6
424,3515,06013361000,1635,46.5,0.0,17.4,12.5,1.6,35.8,27.1,5.6,"Richmond, Contra Costa County",10.3
425,3759,06013352102,2847,75.7,0.1,16.9,0.8,1.1,64.4,11.8,4.9,"Moraga, Contra Costa County",3.4
426,4182,06013338302,3182,76.1,0.0,19.2,2.1,0.0,62.4,11.2,4.9,"Walnut Creek, Contra Costa County",0.7
427,2567,06013346101,2055,80.1,0.0,15.0,4.1,0.0,75.6,2.7,2.5,"Walnut Creek, Contra Costa County",1.7
428,3123,06013378000,2075,66.4,0.0,5.3,1.3,0.0,74.1,15.3,4.1,"Richmond, Contra Costa County",4.3
429,4163,06013349000,2524,60.6,0.2,10.8,0.9,0.0,80.1,5.7,2.4,"Lafayette, Contra Costa County",12.1
430,1826,06013369002,745,40.8,0.0,12.0,16.2,0.0,44.0,19.3,7.9,"San Pablo, Contra Costa County",7.8
431,4157,06013345105,2924,70.3,0.1,18.5,0.5,0.0,69.9,8.6,2.5,"Danville, Contra Costa County",3.4
432,4456,06013337300,2931,65.8,0.0,15.1,1.0,0.0,70.4,11.0,2.6,"Walnut Creek, Contra Costa County",9.3
433,2939,06013343003,2253,76.7,0.0,10.9,1.1,0.0,82.9,2.9,2.0,"San Miguel, Contra Costa County",1.3
434,3777,06013345103,2289,60.6,0.0,21.6,1.9,0.0,64.6,3.9,7.8,"San Ramon, Contra Costa County",2.6
435,4219,06013346102,3094,73.3,0.1,10.4,0.1,0.0,79.1,5.5,4.6,Contra Costa County,4.7
436,4921,06013321102,3619,73.5,0.0,13.2,2.6,0.2,70.7,11.9,1.5,"Pleasant Hill, Contra Costa County",6.4
437,3887,06013321200,1657,42.6,0.3,26.6,5.3,0.0,45.6,14.0,8.2,"Pacheco, Contra Costa County",12.2
438,4491,06013325000,2633,58.6,0.0,13.6,1.7,0.0,62.1,14.9,7.7,"Pleasant Hill, Contra Costa County",7.3
439,4581,06013343001,2139,46.7,0.1,4.6,0.4,0.4,85.2,7.1,2.0,"Walnut Creek, Contra Costa County",3.1
440,3200,06013307204,1107,34.6,0.0,8.8,9.8,0.9,45.8,29.2,5.6,"Antioch, Contra Costa County",8.2
